,dates,names,points
0,20180126,원더,9.40
1,20180126,위대한 쇼맨,9.39
2,20180126,아이 캔 스피크,9.34
3,20180126,1987,9.28
4,20180126,마지막 황제,9.22
5,20180126,킹 오브 프리즘 한국어판,9.22
6,20180126,러빙 빈센트,9.19
7,20180126,뽀로로 극장판 공룡섬 대모험,9.17
8,20180126,내 사랑,9.17
9,20180126,코코,9.16
10,20180126,이터널 선샤인,9.10
11,20180126,러브레터,9.10
12,20180126,번지 점프를 하다,9.01
13,20180126,1급기밀,8.97
14,20180126,그것만이 내 세상,8.95
15,20180126,페르디난드,8.91
16,20180126,벤자민 버튼의 시간은 거꾸로 간다,8.87
17,20180126,극장판 포켓몬스터 너로 정했다!,8.86
18,20180126,"안녕, 나의 소울메이트",8.84
19,20180126,너의 이름은.,8.75
20,20180126,맨체스터 바이 더 씨,8.71
21,20180126,마미,8.68
22,20180126,커뮤터,8.65
23,20180126,라라랜드,8.60
24,20180126,문영,8.54
25,20180126,지옥의 묵시록,8.42
26,20180126,강철비,8.42
27,20180126,패터슨,8.33
28,20180126,메이즈 러너: 데스 큐어,8.26
29,20180126,세 번째 살인,8.08
30,20180126,쥬만지: 새로운 세계,8.04
31,20180126,신과함께-죄와 벌,8.01
32,20180126,너의 췌장을 먹고 싶어,7.97
33,20180126,수면의 과학,7.95
34,20180126,직쏘,7.45
35,20180126,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.20
36,20180126,스타워즈: 라스트 제다이,6.96
37,20180126,다운사이징,5.87
38,20180126,주문은 토끼입니까?? ~디어 마이 시스터~,4.34
39,20180127,원더,9.41
40,20180127,위대한 쇼맨,9.39
41,20180127,아이 캔 스피크,9.34
42,20180127,1987,9.28
43,20180127,마지막 황제,9.22
44,20180127,킹 오브 프리즘 한국어판,9.22
45,20180127,러빙 빈센트,9.19
46,20180127,뽀로로 극장판 공룡섬 대모험,9.17
47,20180127,내 사랑,9.17
48,20180127,코코,9.17
49,20180127,이터널 선샤인,9.10
50,20180127,러브레터,9.10
51,20180127,번지 점프를 하다,9.01
52,20180127,그것만이 내 세상,8.97
53,20180127,1급기밀,8.96
54,20180127,페르디난드,8.91
55,20180127,벤자민 버튼의 시간은 거꾸로 간다,8.87
56,20180127,극장판 포켓몬스터 너로 정했다!,8.86
57,20180127,"안녕, 나의 소울메이트",8.84
58,20180127,너의 이름은.,8.75
59,20180127,맨체스터 바이 더 씨,8.71
60,20180127,마미,8.68
61,20180127,커뮤터,8.62
62,20180127,라라랜드,8.60
63,20180127,문영,8.55
64,20180127,지옥의 묵시록,8.42
65,20180127,강철비,8.41
66,20180127,패터슨,8.33
67,20180127,메이즈 러너: 데스 큐어,8.23
68,20180127,메소드,8.13
69,20180127,세 번째 살인,8.07
70,20180127,쥬만지: 새로운 세계,8.04
71,20180127,신과함께-죄와 벌,8.01
72,20180127,너의 췌장을 먹고 싶어,7.98
73,20180127,수면의 과학,7.96
74,20180127,직쏘,7.44
75,20180127,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.20
76,20180127,스타워즈: 라스트 제다이,6.95
77,20180127,다운사이징,5.84
78,20180127,주문은 토끼입니까?? ~디어 마이 시스터~,4.37
79,20180128,원더,9.41
80,20180128,위대한 쇼맨,9.39
81,20180128,아이 캔 스피크,9.34
82,20180128,1987,9.28
83,20180128,비밥바룰라,9.24
84,20180128,마지막 황제,9.22
85,20180128,킹 오브 프리즘 한국어판,9.22
86,20180128,러빙 빈센트,9.19
87,20180128,뽀로로 극장판 공룡섬 대모험,9.18
88,20180128,코코,9.17
89,20180128,내 사랑,9.17
90,20180128,이터널 선샤인,9.10
91,20180128,러브레터,9.10
92,20180128,번지 점프를 하다,9.01
93,20180128,1급기밀,9.01
94,20180128,그것만이 내 세상,8.98
95,20180128,페르디난드,8.92
96,20180128,벤자민 버튼의 시간은 거꾸로 간다,8.87
97,20180128,극장판 포켓몬스터 너로 정했다!,8.86
98,20180128,"안녕, 나의 소울메이트",8.84
99,20180128,너의 이름은.,8.75
100,20180128,맨체스터 바이 더 씨,8.71
101,20180128,마미,8.68
102,20180128,라라랜드,8.60
103,20180128,커뮤터,8.55
104,20180128,문영,8.55
105,20180128,지옥의 묵시록,8.42
106,20180128,강철비,8.41
107,20180128,패터슨,8.33
108,20180128,메이즈 러너: 데스 큐어,8.18
109,20180128,세 번째 살인,8.07
110,20180128,쥬만지: 새로운 세계,8.04
111,20180128,신과함께-죄와 벌,8.01
112,20180128,너의 췌장을 먹고 싶어,7.98
113,20180128,수면의 과학,7.96
114,20180128,직쏘,7.42
115,20180128,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.21
116,20180128,스타워즈: 라스트 제다이,6.96
117,20180128,다운사이징,5.73
118,20180128,주문은 토끼입니까?? ~디어 마이 시스터~,4.36
119,20180129,원더,9.40
120,20180129,위대한 쇼맨,9.39
121,20180129,동주,9.35
122,20180129,아이 캔 스피크,9.34
123,20180129,비밥바룰라,9.32
124,20180129,1987,9.28
125,20180129,킹 오브 프리즘 한국어판,9.22
126,20180129,마지막 황제,9.22
127,20180129,러빙 빈센트,9.19
128,20180129,뽀로로 극장판 공룡섬 대모험,9.18
129,20180129,코코,9.17
130,20180129,내 사랑,9.17
131,20180129,이터널 선샤인,9.10
132,20180129,러브레터,9.10
133,20180129,번지 점프를 하다,9.01
134,20180129,그것만이 내 세상,8.99
135,20180129,1급기밀,8.97
136,20180129,페르디난드,8.92
137,20180129,벤자민 버튼의 시간은 거꾸로 간다,8.87
138,20180129,극장판 포켓몬스터 너로 정했다!,8.86
139,20180129,"안녕, 나의 소울메이트",8.84
140,20180129,너의 이름은.,8.75
141,20180129,마미,8.68
142,20180129,라라랜드,8.60
143,20180129,문영,8.55
144,20180129,커뮤터,8.52
145,20180129,몬스터 패밀리,8.43
146,20180129,지옥의 묵시록,8.42
147,20180129,강철비,8.40
148,20180129,마야,8.33
149,20180129,패터슨,8.32
150,20180129,메이즈 러너: 데스 큐어,8.16
151,20180129,세 번째 살인,8.07
152,20180129,쥬만지: 새로운 세계,8.04
153,20180129,신과함께-죄와 벌,8.01
154,20180129,너의 췌장을 먹고 싶어,7.98
155,20180129,수면의 과학,7.96
156,20180129,직쏘,7.43
157,20180129,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.20
158,20180129,스타워즈: 라스트 제다이,6.95
159,20180129,다운사이징,5.70
160,20180129,주문은 토끼입니까?? ~디어 마이 시스터~,4.36
161,20180130,원더,9.40
162,20180130,위대한 쇼맨,9.39
163,20180130,동주,9.35
164,20180130,아이 캔 스피크,9.34
165,20180130,비밥바룰라,9.32
166,20180130,1987,9.28
167,20180130,마지막 황제,9.22
168,20180130,킹 오브 프리즘 한국어판,9.21
169,20180130,러빙 빈센트,9.19
170,20180130,코코,9.18
171,20180130,뽀로로 극장판 공룡섬 대모험,9.18
172,20180130,내 사랑,9.17
173,20180130,이터널 선샤인,9.10
174,20180130,번지 점프를 하다,9.01
175,20180130,그것만이 내 세상,8.97
176,20180130,1급기밀,8.92
177,20180130,페르디난드,8.92
178,20180130,벤자민 버튼의 시간은 거꾸로 간다,8.87
179,20180130,극장판 포켓몬스터 너로 정했다!,8.86
180,20180130,"안녕, 나의 소울메이트",8.84
181,20180130,너의 이름은.,8.75
182,20180130,마미,8.68
183,20180130,라라랜드,8.60
184,20180130,문영,8.55
185,20180130,커뮤터,8.54
186,20180130,지옥의 묵시록,8.42
187,20180130,몬스터 패밀리,8.40
188,20180130,강철비,8.40
189,20180130,패터슨,8.31
190,20180130,메이즈 러너: 데스 큐어,8.15
191,20180130,세 번째 살인,8.07
192,20180130,쥬만지: 새로운 세계,8.04
193,20180130,신과함께-죄와 벌,8.01
194,20180130,너의 췌장을 먹고 싶어,7.98
195,20180130,수면의 과학,7.95
196,20180130,직쏘,7.43
197,20180130,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.20
198,20180130,스타워즈: 라스트 제다이,6.95
199,20180130,다운사이징,5.68
200,20180130,주문은 토끼입니까?? ~디어 마이 시스터~,4.39
201,20180131,원더,9.41
202,20180131,위대한 쇼맨,9.39
203,20180131,동주,9.35
204,20180131,아이 캔 스피크,9.35
205,20180131,비밥바룰라,9.31
206,20180131,1987,9.28
207,20180131,마지막 황제,9.22
208,20180131,킹 오브 프리즘 한국어판,9.22
209,20180131,러빙 빈센트,9.19
210,20180131,코코,9.18
211,20180131,뽀로로 극장판 공룡섬 대모험,9.18
212,20180131,내 사랑,9.17
213,20180131,번지 점프를 하다,9.01
214,20180131,그것만이 내 세상,8.97
215,20180131,페르디난드,8.92
216,20180131,1급기밀,8.90
217,20180131,극장판 포켓몬스터 너로 정했다!,8.86
218,20180131,너의 이름은.,8.75
219,20180131,라라랜드,8.60
220,20180131,커뮤터,8.49
221,20180131,지옥의 묵시록,8.42
222,20180131,강철비,8.40
223,20180131,몬스터 패밀리,8.39
224,20180131,패터슨,8.32
225,20180131,메이즈 러너: 데스 큐어,8.14
226,20180131,세 번째 살인,8.08
227,20180131,쥬만지: 새로운 세계,8.03
228,20180131,신과함께-죄와 벌,8.01
229,20180131,너의 췌장을 먹고 싶어,7.98
230,20180131,수면의 과학,7.95
231,20180131,인시디어스4: 라스트 키,7.92
232,20180131,직쏘,7.42
233,20180131,염력,6.34
234,20180131,다운사이징,5.65
235,20180131,주문은 토끼입니까?? ~디어 마이 시스터~,4.41
236,20180201,원더,9.41
237,20180201,위대한 쇼맨,9.39
238,20180201,동주,9.35
239,20180201,아이 캔 스피크,9.35
240,20180201,비밥바룰라,9.31
241,20180201,1987,9.28
242,20180201,타이타닉,9.27
243,20180201,마지막 황제,9.22
244,20180201,킹 오브 프리즘 한국어판,9.22
245,20180201,러빙 빈센트,9.19
246,20180201,뽀로로 극장판 공룡섬 대모험,9.18
247,20180201,내 사랑,9.17
248,20180201,코코,9.17
249,20180201,다키스트 아워,9.16
250,20180201,번지 점프를 하다,9.01
251,20180201,그것만이 내 세상,8.97
252,20180201,페르디난드,8.92
253,20180201,1급기밀,8.90
254,20180201,극장판 포켓몬스터 너로 정했다!,8.86
255,20180201,너의 이름은.,8.75
256,20180201,라라랜드,8.60
257,20180201,커뮤터,8.47
258,20180201,지옥의 묵시록,8.42
259,20180201,강철비,8.40
260,20180201,패터슨,8.32
261,20180201,메이즈 러너: 데스 큐어,8.13
262,20180201,진주 귀걸이를 한 소녀,8.09
263,20180201,세 번째 살인,8.08
264,20180201,쥬만지: 새로운 세계,8.04
265,20180201,신과함께-죄와 벌,8.01
266,20180201,너의 췌장을 먹고 싶어,7.98
267,20180201,수면의 과학,7.95
268,20180201,인시디어스4: 라스트 키,7.67
269,20180201,직쏘,7.41
270,20180201,염력,5.75
271,20180201,돌아와요 부산항애(愛),5.63
272,20180201,주문은 토끼입니까?? ~디어 마이 시스터~,4.43
273,20180202,원더,9.40
274,20180202,위대한 쇼맨,9.39
275,20180202,동주,9.35
276,20180202,아이 캔 스피크,9.35
277,20180202,비밥바룰라,9.31
278,20180202,1987,9.28
279,20180202,타이타닉,9.27
280,20180202,마지막 황제,9.22
281,20180202,킹 오브 프리즘 한국어판,9.22
282,20180202,러빙 빈센트,9.19
283,20180202,뽀로로 극장판 공룡섬 대모험,9.17
284,20180202,내 사랑,9.17
285,20180202,코코,9.17
286,20180202,다키스트 아워,9.17
287,20180202,번지 점프를 하다,9.01
288,20180202,그것만이 내 세상,8.97
289,20180202,페르디난드,8.92
290,20180202,1급기밀,8.89
291,20180202,극장판 포켓몬스터 너로 정했다!,8.86
292,20180202,너의 이름은.,8.75
293,20180202,라라랜드,8.60
294,20180202,커뮤터,8.48
295,20180202,지옥의 묵시록,8.42
296,20180202,강철비,8.40
297,20180202,킬러의 보디가드,8.39
298,20180202,패터슨,8.32
299,20180202,메이즈 러너: 데스 큐어,8.12
300,20180202,진주 귀걸이를 한 소녀,8.09
301,20180202,세 번째 살인,8.07
302,20180202,쥬만지: 새로운 세계,8.04
303,20180202,신과함께-죄와 벌,8.01
304,20180202,너의 췌장을 먹고 싶어,7.99
305,20180202,수면의 과학,7.95
306,20180202,인시디어스4: 라스트 키,7.51
307,20180202,직쏘,7.39
308,20180202,돌아와요 부산항애(愛),5.56
309,20180202,염력,5.56
310,20180202,주문은 토끼입니까?? ~디어 마이 시스터~,4.43
311,20180203,원더,9.40
312,20180203,위대한 쇼맨,9.39
313,20180203,동주,9.35
314,20180203,아이 캔 스피크,9.35
315,20180203,비밥바룰라,9.31
316,20180203,1987,9.28
317,20180203,타이타닉,9.27
318,20180203,마지막 황제,9.22
319,20180203,킹 오브 프리즘 한국어판,9.22
320,20180203,다키스트 아워,9.20
321,20180203,러빙 빈센트,9.19
322,20180203,뽀로로 극장판 공룡섬 대모험,9.17
323,20180203,코코,9.17
324,20180203,내 사랑,9.17
325,20180203,번지 점프를 하다,9.01
326,20180203,그것만이 내 세상,8.98
327,20180203,12 솔져스,8.92
328,20180203,페르디난드,8.92
329,20180203,1급기밀,8.89
330,20180203,극장판 포켓몬스터 너로 정했다!,8.86
331,20180203,너의 이름은.,8.75
332,20180203,라라랜드,8.60
333,20180203,커뮤터,8.48
334,20180203,지옥의 묵시록,8.42
335,20180203,강철비,8.40
336,20180203,킬러의 보디가드,8.39
337,20180203,패터슨,8.31
338,20180203,메이즈 러너: 데스 큐어,8.11
339,20180203,진주 귀걸이를 한 소녀,8.08
340,20180203,세 번째 살인,8.06
341,20180203,쥬만지: 새로운 세계,8.04
342,20180203,신과함께-죄와 벌,8.01
343,20180203,너의 췌장을 먹고 싶어,7.99
344,20180203,수면의 과학,7.95
345,20180203,인시디어스4: 라스트 키,7.44
346,20180203,직쏘,7.39
347,20180203,돌아와요 부산항애(愛),5.52
348,20180203,염력,5.41
349,20180203,주문은 토끼입니까?? ~디어 마이 시스터~,4.43
350,20180204,원더,9.41
351,20180204,위대한 쇼맨,9.39
352,20180204,동주,9.35
353,20180204,아이 캔 스피크,9.35
354,20180204,비밥바룰라,9.31
355,20180204,1987,9.28
356,20180204,타이타닉,9.27
357,20180204,마지막 황제,9.22
358,20180204,킹 오브 프리즘 한국어판,9.22
359,20180204,러빙 빈센트,9.19
360,20180204,다키스트 아워,9.19
361,20180204,코코,9.18
362,20180204,뽀로로 극장판 공룡섬 대모험,9.17
363,20180204,내 사랑,9.17
364,20180204,12 솔져스,9.03
365,20180204,번지 점프를 하다,9.01
366,20180204,그것만이 내 세상,8.98
367,20180204,페르디난드,8.92
368,20180204,1급기밀,8.90
369,20180204,극장판 포켓몬스터 너로 정했다!,8.86
370,20180204,너의 이름은.,8.75
371,20180204,라라랜드,8.60
372,20180204,커뮤터,8.47
373,20180204,지옥의 묵시록,8.42
374,20180204,강철비,8.40
375,20180204,몬스터 패밀리,8.39
376,20180204,킬러의 보디가드,8.39
377,20180204,패터슨,8.31
378,20180204,메이즈 러너: 데스 큐어,8.11
379,20180204,진주 귀걸이를 한 소녀,8.09
380,20180204,세 번째 살인,8.06
381,20180204,쥬만지: 새로운 세계,8.04
382,20180204,신과함께-죄와 벌,8.01
383,20180204,너의 췌장을 먹고 싶어,8.00
384,20180204,수면의 과학,7.95
385,20180204,인시디어스4: 라스트 키,7.57
386,20180204,직쏘,7.39
387,20180204,돌아와요 부산항애(愛),5.48
388,20180204,염력,5.31
389,20180204,주문은 토끼입니까?? ~디어 마이 시스터~,4.42
390,20180205,원더,9.42
391,20180205,위대한 쇼맨,9.39
392,20180205,동주,9.35
393,20180205,아이 캔 스피크,9.35
394,20180205,비밥바룰라,9.29
395,20180205,1987,9.28
396,20180205,타이타닉,9.28
397,20180205,마지막 황제,9.22
398,20180205,킹 오브 프리즘 한국어판,9.22
399,20180205,러빙 빈센트,9.19
400,20180205,다키스트 아워,9.19
401,20180205,코코,9.18
402,20180205,뽀로로 극장판 공룡섬 대모험,9.18
403,20180205,내 사랑,9.17
404,20180205,12 솔져스,9.06
405,20180205,번지 점프를 하다,9.01
406,20180205,그것만이 내 세상,8.97
407,20180205,페르디난드,8.92
408,20180205,1급기밀,8.91
409,20180205,여배우는 오늘도,8.87
410,20180205,너의 이름은.,8.75
411,20180205,꿈의 제인,8.65
412,20180205,라라랜드,8.60
413,20180205,커뮤터,8.47
414,20180205,지옥의 묵시록,8.42
415,20180205,강철비,8.40
416,20180205,몬스터 패밀리,8.39
417,20180205,킬러의 보디가드,8.39
418,20180205,패터슨,8.30
419,20180205,메이즈 러너: 데스 큐어,8.10
420,20180205,진주 귀걸이를 한 소녀,8.10
421,20180205,세 번째 살인,8.06
422,20180205,쥬만지: 새로운 세계,8.04
423,20180205,신과함께-죄와 벌,8.01
424,20180205,너의 췌장을 먹고 싶어,8.00
425,20180205,수면의 과학,7.95
426,20180205,블레이드 러너 2049,7.95
427,20180205,인시디어스4: 라스트 키,7.46
428,20180205,직쏘,7.39
429,20180205,돌아와요 부산항애(愛),5.46
430,20180205,염력,5.26
431,20180205,주문은 토끼입니까?? ~디어 마이 시스터~,4.44
432,20180206,원더,9.43
433,20180206,위대한 쇼맨,9.39
434,20180206,동주,9.35
435,20180206,아이 캔 스피크,9.35
436,20180206,비밥바룰라,9.29
437,20180206,1987,9.28
438,20180206,타이타닉,9.28
439,20180206,마지막 황제,9.22
440,20180206,킹 오브 프리즘 한국어판,9.22
441,20180206,러빙 빈센트,9.19
442,20180206,코코,9.19
443,20180206,다키스트 아워,9.19
444,20180206,뽀로로 극장판 공룡섬 대모험,9.17
445,20180206,내 사랑,9.17
446,20180206,12 솔져스,9.01
447,20180206,그것만이 내 세상,8.97
448,20180206,페르디난드,8.92
449,20180206,1급기밀,8.91
450,20180206,매디슨 카운티의 다리,8.90
451,20180206,여배우는 오늘도,8.87
452,20180206,극장판 포켓몬스터 너로 정했다!,8.86
453,20180206,너의 이름은.,8.75
454,20180206,꿈의 제인,8.65
455,20180206,라라랜드,8.60
456,20180206,커뮤터,8.46
457,20180206,강철비,8.40
458,20180206,몬스터 패밀리,8.39
459,20180206,킬러의 보디가드,8.39
460,20180206,패터슨,8.31
461,20180206,진주 귀걸이를 한 소녀,8.11
462,20180206,메이즈 러너: 데스 큐어,8.10
463,20180206,세 번째 살인,8.06
464,20180206,쥬만지: 새로운 세계,8.04
465,20180206,신과함께-죄와 벌,8.01
466,20180206,너의 췌장을 먹고 싶어,8.01
467,20180206,수면의 과학,7.95
468,20180206,블레이드 러너 2049,7.95
469,20180206,인시디어스4: 라스트 키,7.41
470,20180206,직쏘,7.39
471,20180206,돌아와요 부산항애(愛),5.42
472,20180206,염력,5.21
473,20180206,주문은 토끼입니까?? ~디어 마이 시스터~,4.44
474,20180207,원더,9.43
475,20180207,위대한 쇼맨,9.39
476,20180207,동주,9.35
477,20180207,타이타닉,9.28
478,20180207,1987,9.28
479,20180207,비밥바룰라,9.28
480,20180207,마지막 황제,9.22
481,20180207,킹 오브 프리즘 한국어판,9.22
482,20180207,다키스트 아워,9.19
483,20180207,코코,9.19
484,20180207,러빙 빈센트,9.19
485,20180207,뽀로로 극장판 공룡섬 대모험,9.18
486,20180207,내 사랑,9.17
487,20180207,그것만이 내 세상,8.96
488,20180207,12 솔져스,8.94
489,20180207,페르디난드,8.92
490,20180207,매디슨 카운티의 다리,8.90
491,20180207,1급기밀,8.90
492,20180207,여배우는 오늘도,8.87
493,20180207,극장판 포켓몬스터 너로 정했다!,8.86
494,20180207,너의 이름은.,8.75
495,20180207,꿈의 제인,8.65
496,20180207,라라랜드,8.60
497,20180207,패딩턴,8.57
498,20180207,커뮤터,8.46
499,20180207,강철비,8.39
500,20180207,몬스터 패밀리,8.39
501,20180207,패터슨,8.31
502,20180207,진주 귀걸이를 한 소녀,8.11
503,20180207,메이즈 러너: 데스 큐어,8.10
504,20180207,세 번째 살인,8.06
505,20180207,쥬만지: 새로운 세계,8.03
506,20180207,너의 췌장을 먹고 싶어,8.01
507,20180207,신과함께-죄와 벌,8.01
508,20180207,수면의 과학,7.96
509,20180207,블레이드 러너 2049,7.95
510,20180207,인시디어스4: 라스트 키,7.37
511,20180207,돌아와요 부산항애(愛),5.37
512,20180207,염력,5.19
513,20180207,주문은 토끼입니까?? ~디어 마이 시스터~,4.45
514,20180208,원더,9.43
515,20180208,위대한 쇼맨,9.39
516,20180208,동주,9.35
517,20180208,타이타닉,9.28
518,20180208,1987,9.27
519,20180208,비밥바룰라,9.24
520,20180208,킹 오브 프리즘 한국어판,9.22
521,20180208,마지막 황제,9.22
522,20180208,코코,9.19
523,20180208,러빙 빈센트,9.19
524,20180208,다키스트 아워,9.18
525,20180208,뽀로로 극장판 공룡섬 대모험,9.18
526,20180208,내 사랑,9.17
527,20180208,그것만이 내 세상,8.96
528,20180208,12 솔져스,8.93
529,20180208,페르디난드,8.92
530,20180208,매디슨 카운티의 다리,8.90
531,20180208,1급기밀,8.89
532,20180208,여배우는 오늘도,8.88
533,20180208,극장판 포켓몬스터 너로 정했다!,8.86
534,20180208,꿈의 제인,8.65
535,20180208,라라랜드,8.60
536,20180208,패딩턴,8.57
537,20180208,커뮤터,8.47
538,20180208,강철비,8.39
539,20180208,패터슨,8.31
540,20180208,진주 귀걸이를 한 소녀,8.11
541,20180208,메이즈 러너: 데스 큐어,8.10
542,20180208,세 번째 살인,8.06
543,20180208,너의 췌장을 먹고 싶어,8.02
544,20180208,신과함께-죄와 벌,8.01
545,20180208,조선명탐정: 흡혈괴마의 비밀,7.96
546,20180208,수면의 과학,7.96
547,20180208,블레이드 러너 2049,7.95
548,20180208,더 그레이,7.60
549,20180208,인시디어스4: 라스트 키,7.33
550,20180208,돌아와요 부산항애(愛),5.26
551,20180208,염력,5.18
552,20180209,원더,9.43
553,20180209,위대한 쇼맨,9.39
554,20180209,동주,9.35
555,20180209,타이타닉,9.28
556,20180209,1987,9.27
557,20180209,비밥바룰라,9.25
558,20180209,마지막 황제,9.22
559,20180209,킹 오브 프리즘 한국어판,9.22
560,20180209,코코,9.20
561,20180209,러빙 빈센트,9.19
562,20180209,다키스트 아워,9.18
563,20180209,뽀로로 극장판 공룡섬 대모험,9.18
564,20180209,내 사랑,9.17
565,20180209,그것만이 내 세상,8.96
566,20180209,12 솔져스,8.92
567,20180209,페르디난드,8.91
568,20180209,매디슨 카운티의 다리,8.91
569,20180209,1급기밀,8.89
570,20180209,여배우는 오늘도,8.88
571,20180209,극장판 포켓몬스터 너로 정했다!,8.86
572,20180209,꿈의 제인,8.65
573,20180209,라라랜드,8.60
574,20180209,패딩턴,8.57
575,20180209,커뮤터,8.45
576,20180209,강철비,8.39
577,20180209,패터슨,8.31
578,20180209,진주 귀걸이를 한 소녀,8.12
579,20180209,메이즈 러너: 데스 큐어,8.10
580,20180209,세 번째 살인,8.07
581,20180209,조선명탐정: 흡혈괴마의 비밀,8.06
582,20180209,너의 췌장을 먹고 싶어,8.02
583,20180209,신과함께-죄와 벌,8.00
584,20180209,수면의 과학,7.96
585,20180209,블레이드 러너 2049,7.95
586,20180209,인시디어스4: 라스트 키,7.30
587,20180209,돌아와요 부산항애(愛),5.27
588,20180209,염력,5.17
589,20180210,원더,9.43
590,20180210,위대한 쇼맨,9.39
591,20180210,타이타닉,9.28
592,20180210,1987,9.27
593,20180210,비밥바룰라,9.22
594,20180210,마지막 황제,9.22
595,20180210,킹 오브 프리즘 한국어판,9.22
596,20180210,코코,9.20
597,20180210,러빙 빈센트,9.19
598,20180210,다키스트 아워,9.18
599,20180210,뽀로로 극장판 공룡섬 대모험,9.18
600,20180210,내 사랑,9.17
601,20180210,그것만이 내 세상,8.96
602,20180210,12 솔져스,8.93
603,20180210,페르디난드,8.92
604,20180210,매디슨 카운티의 다리,8.91
605,20180210,1급기밀,8.89
606,20180210,여배우는 오늘도,8.87
607,20180210,극장판 포켓몬스터 너로 정했다!,8.86
608,20180210,꿈의 제인,8.65
609,20180210,라라랜드,8.60
610,20180210,패딩턴,8.57
611,20180210,커뮤터,8.45
612,20180210,강철비,8.39
613,20180210,패터슨,8.30
614,20180210,진주 귀걸이를 한 소녀,8.11
615,20180210,메이즈 러너: 데스 큐어,8.10
616,20180210,세 번째 살인,8.06
617,20180210,너의 췌장을 먹고 싶어,8.02
618,20180210,신과함께-죄와 벌,8.01
619,20180210,수면의 과학,7.96
620,20180210,블레이드 러너 2049,7.95
621,20180210,조선명탐정: 흡혈괴마의 비밀,7.94
622,20180210,예수는 역사다,7.69
623,20180210,인시디어스4: 라스트 키,7.28
624,20180210,염력,5.15
625,20180211,원더,9.42
626,20180211,위대한 쇼맨,9.39
627,20180211,타이타닉,9.28
628,20180211,1987,9.27
629,20180211,마지막 황제,9.22
630,20180211,킹 오브 프리즘 한국어판,9.22
631,20180211,비밥바룰라,9.21
632,20180211,코코,9.20
633,20180211,러빙 빈센트,9.19
634,20180211,다키스트 아워,9.19
635,20180211,내 사랑,9.17
636,20180211,뽀로로 극장판 공룡섬 대모험,9.17
637,20180211,그것만이 내 세상,8.96
638,20180211,페르디난드,8.92
639,20180211,매디슨 카운티의 다리,8.91
640,20180211,1급기밀,8.89
641,20180211,12 솔져스,8.88
642,20180211,극장판 포켓몬스터 너로 정했다!,8.86
643,20180211,꿈의 제인,8.65
644,20180211,라라랜드,8.60
645,20180211,커뮤터,8.45
646,20180211,강철비,8.39
647,20180211,패터슨,8.30
648,20180211,진주 귀걸이를 한 소녀,8.10
649,20180211,메이즈 러너: 데스 큐어,8.09
650,20180211,세 번째 살인,8.06
651,20180211,너의 췌장을 먹고 싶어,8.02
652,20180211,신과함께-죄와 벌,8.01
653,20180211,수면의 과학,7.96
654,20180211,블레이드 러너 2049,7.95
655,20180211,조선명탐정: 흡혈괴마의 비밀,7.72
656,20180211,인시디어스4: 라스트 키,7.23
657,20180211,염력,5.15
658,20180212,원더,9.41
659,20180212,위대한 쇼맨,9.39
660,20180212,굿 윌 헌팅,9.33
661,20180212,타이타닉,9.29
662,20180212,1987,9.27
663,20180212,마지막 황제,9.22
664,20180212,킹 오브 프리즘 한국어판,9.22
665,20180212,코코,9.20
666,20180212,비밥바룰라,9.20
667,20180212,다키스트 아워,9.20
668,20180212,러빙 빈센트,9.19
669,20180212,내 사랑,9.17
670,20180212,뽀로로 극장판 공룡섬 대모험,9.17
671,20180212,패딩턴 2,9.12
672,20180212,그것만이 내 세상,8.96
673,20180212,페르디난드,8.92
674,20180212,매디슨 카운티의 다리,8.91
675,20180212,1급기밀,8.88
676,20180212,극장판 포켓몬스터 너로 정했다!,8.86
677,20180212,12 솔져스,8.85
678,20180212,라라랜드,8.60
679,20180212,커뮤터,8.45
680,20180212,강철비,8.39
681,20180212,패터슨,8.31
682,20180212,진주 귀걸이를 한 소녀,8.10
683,20180212,메이즈 러너: 데스 큐어,8.09
684,20180212,세 번째 살인,8.06
685,20180212,너의 췌장을 먹고 싶어,8.02
686,20180212,신과함께-죄와 벌,8.00
687,20180212,수면의 과학,7.96
688,20180212,블레이드 러너 2049,7.95
689,20180212,조선명탐정: 흡혈괴마의 비밀,7.65
690,20180212,인시디어스4: 라스트 키,7.23
691,20180212,염력,5.14
692,20180213,원더,9.41
693,20180213,위대한 쇼맨,9.39
694,20180213,굿 윌 헌팅,9.33
695,20180213,타이타닉,9.29
696,20180213,1987,9.27
697,20180213,마지막 황제,9.22
698,20180213,킹 오브 프리즘 한국어판,9.22
699,20180213,다키스트 아워,9.21
700,20180213,코코,9.20
701,20180213,러빙 빈센트,9.19
702,20180213,비밥바룰라,9.18
703,20180213,내 사랑,9.17
704,20180213,뽀로로 극장판 공룡섬 대모험,9.17
705,20180213,패딩턴 2,9.15
706,20180213,그것만이 내 세상,8.96
707,20180213,페르디난드,8.92
708,20180213,매디슨 카운티의 다리,8.91
709,20180213,극장판 포켓몬스터 너로 정했다!,8.86
710,20180213,1급기밀,8.86
