,dates,names,points
4389,20180503,나를 기억해,6.97
4390,20180503,살인소설,6.95
4391,20180503,챔피언,6.77
4392,20180503,곤지암,6.67
4393,20180503,그 후,6.49
4394,20180503,바람 바람 바람,6.40
4395,20180503,밤의 해변에서 혼자,5.66
4396,20180504,당갈,9.55
4397,20180504,덕구,9.51
4398,20180504,원더,9.40
4399,20180504,위대한 쇼맨,9.38
4400,20180504,"지금, 만나러 갑니다",9.33
4401,20180504,킹 오브 프리즘 프라이드 더 히어로,9.31
4402,20180504,"나, 다니엘 블레이크",9.23
4403,20180504,"서서평, 천천히 평온하게",9.22
4404,20180504,우리들,9.21
4405,20180504,내 사랑,9.18
4406,20180504,빠삐용,9.18
4407,20180504,박하사탕,9.07
4408,20180504,"그날, 바다",9.05
4409,20180504,비밥바룰라,9.05
4410,20180504,어벤져스: 인피니티 워,9.02
4411,20180504,소공녀,8.94
4412,20180504,쓰리 빌보드,8.92
4413,20180504,미션,8.90
4414,20180504,"안녕, 나의 소울메이트",8.83
4415,20180504,라이프 오브 파이,8.83
4416,20180504,아무도 모른다,8.83
4417,20180504,리틀 포레스트,8.75
4418,20180504,지금 만나러 갑니다,8.73
4419,20180504,레디 플레이어 원,8.63
4420,20180504,자전거 탄 소년,8.58
4421,20180504,레이디 버드,8.56
4422,20180504,족구왕,8.54
4423,20180504,4등,8.53
4424,20180504,플로리다 프로젝트,8.53
4425,20180504,램페이지,8.48
4426,20180504,팬텀 스레드,8.47
4427,20180504,셰이프 오브 워터: 사랑의 모양,8.41
4428,20180504,B급 며느리,8.41
4429,20180504,다가오는 것들,8.35
4430,20180504,12 솔져스,8.31
4431,20180504,패터슨,8.30
4432,20180504,콰이어트 플레이스,8.20
4433,20180504,두 번의 결혼식과 한 번의 장례식,8.08
4434,20180504,더 테이블,8.01
4435,20180504,환상의 빛,8.01
4436,20180504,문호 스트레이독스 [데드애플],7.69
4437,20180504,블랙 팬서,7.55
4438,20180504,튤립 피버,7.33
4439,20180504,콜 미 바이 유어 네임,7.30
4440,20180504,용순,7.12
4441,20180504,나를 기억해,6.97
4442,20180504,살인소설,6.94
4443,20180504,챔피언,6.65
4444,20180504,곤지암,6.65
4445,20180504,그 후,6.49
4446,20180505,당갈,9.58
4447,20180505,덕구,9.51
4448,20180505,원더,9.40
4449,20180505,위대한 쇼맨,9.38
4450,20180505,"지금, 만나러 갑니다",9.33
4451,20180505,킹 오브 프리즘 프라이드 더 히어로,9.31
4452,20180505,"나, 다니엘 블레이크",9.23
4453,20180505,"서서평, 천천히 평온하게",9.22
4454,20180505,우리들,9.21
4455,20180505,내 사랑,9.18
4456,20180505,빠삐용,9.18
4457,20180505,박하사탕,9.06
4458,20180505,비밥바룰라,9.05
4459,20180505,"그날, 바다",9.03
4460,20180505,어벤져스: 인피니티 워,9.00
4461,20180505,소공녀,8.93
4462,20180505,쓰리 빌보드,8.92
4463,20180505,미션,8.90
4464,20180505,"안녕, 나의 소울메이트",8.83
4465,20180505,라이프 오브 파이,8.83
4466,20180505,아무도 모른다,8.83
4467,20180505,리틀 포레스트,8.75
4468,20180505,지금 만나러 갑니다,8.73
4469,20180505,레디 플레이어 원,8.63
4470,20180505,자전거 탄 소년,8.58
4471,20180505,레이디 버드,8.55
4472,20180505,족구왕,8.54
4473,20180505,4등,8.53
4474,20180505,플로리다 프로젝트,8.53
4475,20180505,램페이지,8.47
4476,20180505,팬텀 스레드,8.47
4477,20180505,셰이프 오브 워터: 사랑의 모양,8.41
4478,20180505,다가오는 것들,8.35
4479,20180505,패터슨,8.31
4480,20180505,콰이어트 플레이스,8.19
4481,20180505,두 번의 결혼식과 한 번의 장례식,8.08
4482,20180505,더 테이블,8.01
4483,20180505,환상의 빛,8.01
4484,20180505,문호 스트레이독스 [데드애플],7.71
4485,20180505,블랙 팬서,7.54
4486,20180505,튤립 피버,7.33
4487,20180505,콜 미 바이 유어 네임,7.31
4488,20180505,용순,7.12
4489,20180505,나를 기억해,6.97
4490,20180505,살인소설,6.89
4491,20180505,곤지암,6.63
4492,20180505,챔피언,6.59
4493,20180505,그 후,6.49
4494,20180505,바람 바람 바람,6.40
4495,20180505,밤의 해변에서 혼자,5.66
